"3799123: Problem 2: A home loan officer at a local bank has two different people to call on for home appraisals. (The job of the home appraiser is to inspect the house and decide how much money the house is worth.) The loan officer wants to collect data to compare the two appraisers so that she can tell whether they tend to give different appraisals. Currently she has access to about 20 homes in SLO County on which she can collect data, but each appraiser only has time to visit about 10 homes in one day.
Below are two possible study designs:

Design 1: Randomly assign 10 of the 20 homes to appraiser 1 and the other 10 homes to appraiser 2
Design 2: Randomly select 10 of the homes and have both appraisers visit these 10 homes.


",0,3799124: Which study design would you recommend and why?,0,3799125: Explain why random assignment is important to use in Design 1.,0,"3799126: Suppose Design 1 is used. Recall that Design 1 was: Randomly assign 10 homes to appraiser 1 and 10 homes to appraiser 2.
Which of the following would be an appropriate inference method (Check all that apply)",0,3799127: Suppose Design 2 is used. Which of the following would be an appropriate inference method (check all that apply),0,"3799128: Suppose Design 1 is used and you carry out an appropriate analysis, producing a p-value of 0.22.
",0,"3799129: Consider the following conclusion drawn from this p-value:
A p-value of 0.22 equates to failing to reject the null hypothesis, which means that there is evidence of no difference in the appraisal prices given by these two appraisers. 
Do you agree with this conclusion? If not, how would you change the statement? (If you rewrite the statement, use language the loan officer can understand.)
",0,"3799130: Consider the following interpretation of this p-value:
The p-value of 0.22 refers to about a 22% chance of the data being completely random. 
Do you agree with this interpretation? If not, how would you change the statement? (If you rewrite the statement, use language the loan officer can understand.)",0,3799131: The loan officer is concerned that a distribution of appraisal values does not follow a normal distribution. The loan officer suggests using more than 20 homes ensure the distribution of appraisal values is closer to a normal distribution. How would you respond?,0,"3799132: Problem 3 Consider the following regression model for predicting home prices ($100,000's) from age (years), square footage (in thousands of sq ft), and number of bedrooms.
",0,3799133: A real estate agent is concerned by the negative coefficient on the number of bedrooms because their experience suggests that having more bedrooms is associated with more expensive homes. How would you respond?,0,"3799134: The agent also expresses concern that square footage only adds $4.14 to the price of the house. How would you respond?
",0,"3799135: The real estate agent then includes an interaction between age and square footage in the model.
The coefficient of this age x sqft term is -0.0207 (p-value = 0.0009).
Explain to the real estate agent how to interpret this interaction in context.
",0
,0,I would recommend Design 2. The question being asked is whether the two appraisers tend to give different appraisals for homes. So we would want to see how the appraisers compare with their appraisals for the same houses to see if there was a difference between their appraisals for the same house. ,0,"Random assignment is important to use in Design 1 because we want a variety of home types to be given to each appraiser. We wouldn't appraiser 1 to get all of the largest homes, because those would be appraised for larger worths, and appraiser 2 gets the smallest homes that would be worth less. So randomization manages the confounding variables of size of home, location, etc. ",0,"Two sample t-test (appraiser 1 – appraiser 2),Linear regression",0,"Paired t-test of each home (appraiser 1 – appraiser 2),ANOVA with appraiser as a blocking variable",0,,0,"I do not agree with this statement. I would change it to say: With a large p-value of 0.22, we do not have enough evidence to conclude a difference in appraisal prices given by these two appraisers. ",0,,0,,0,,0,,0,,0,,0
,0,"Design 2 because then we can focus purely on the differences between the two appraisers. This is the better choice because Design 1 introduces covariate variables - we may see a difference in the the two appraiser's appraisals because they viewed different houses which may have many different reasons why they would be appraised differently (different SQ.FT, different locations, different interior, etc.). The research question she wants to answer would be better answered with Design 2.",0,"If we randomly assign in Design 1, we can account for the potential for confounding variables and reduce this bias. ",0,"Two sample t-test (appraiser 1 – appraiser 2),Linear regression",0,"Paired t-test of each home (appraiser 1 – appraiser 2),ANOVA with home as a blocking variable,Linear regression",0,,0,"With a high p-value of 0.22, we have strong evidence to reject the null hypothesis at really any reasonable confidence level. This means that we have strong evidence that there is no statistically significant difference in the appraisal prices given by the two appraisers. They tend to give similar appraisals. ",0,"I do not agree with this interpretation, I would change it to:

Assuming that the null hypothesis is true (that there is indeed a difference between the two appraiser's appraisals), then a p-value of 0.22 means that we have a 22% chance of getting results this extreme by random varitation.",0,"I would agree with the loan officer, because in general, higher sample size is better for analysis. Plus this follows the idea of the Central Limit Theorem, where it says the distribution of random variables sample mean will be approximately normal given a sample size of >= 30.",0,,0,"The model does not focus solely on the number of bedrooms, there are other factors included in the model such as Sqft and Age. This negative coefficient for bedrooms is, indeed, surprising but it doesn't mean that for all houses, the more bedrooms that house has - the less it's worth. This could only be true in certain cases. There could be valid reasons why this coefficient is negative, like having too many bedrooms decreases the overall quality of each bedroom.",0,"I would respond that this coefficient is only for a 1 sqft increase in the house. So the more sqft, the more the house is worth.",0,"The interaction means that the effect of square footage on home price depends on the age of the home, and vice versa.",0
,0,"Design 2.

I think it would be more beneficial to have a direct comparison between the two appraisers, as opposed to having a sample of each. This way we can control confounding variables, since our sample size of 10 for each appraiser is not large enough to consider our confounding variables ""balanced out"".",0,Random assignment is important to use within design 1 because there could be confounding variables within the observational units (the homes).,0,"Two sample t-test (appraiser 1 – appraiser 2),ANOVA with appraiser as a blocking variable,Chi-square test",0,"Paired t-test of each home (appraiser 1 – appraiser 2),Two sample t-test (appraiser 1 – appraiser 2),ANOVA with home as a blocking variable",0,,0,"A large p-value is not evidence of no difference, it means that we cannot conclude that there is a difference. 

With a p-value of .22, we fail to reject the null hypothesis, which means we cannot conclude that there is a difference in the appraisal prices. ",0,"No.

The p-value of .22 refers to about a 22% chance of this result happening if the null hypothesis is true (that the two appraisers do not have a significant difference within their appraising values).",0,"We know that a large sample size will converge to a normal distribution, and that a sample is considered large when it is approximately greater than 30, so increasing the sample size would likely ensure the distribution is closer to a normal distribution.",0,,0,"Firstly, I am a bit intrigued about multicollinearity between the explanatory within this model, which may result in unexpected signs.

Secondly, the bedrooms coefficient might be negative because sqft and age are stronger, more significant predictors of price. Bedroom does not have a significant p-value, and may not be a useful predictor in the model overall.",0,"This would be incorrect, as our price variable is measured in $100,000's!",0,"For every additional year old the house is, there is a multiplicitive effect on sqft of -.0207",0
,0,It would be best to randomly select 10 homes and have both appraisers work the same houses. This would give more context to how they are being against each other and pair them up against each other. More information is given with this method.,0,Random assignment is crucial because we do not know how they homes were collected. Lets say they were chosen stating at the beach going inland. It would be fair to say that as you got closer to the beach the prices increased. And if you only chose the first 10 that would not be a fair representation of the population. ,0,"Two sample t-test (appraiser 1 – appraiser 2),ANOVA with appraiser as a blocking variable,Linear regression",0,"Paired t-test of each home (appraiser 1 – appraiser 2),ANOVA with home as a blocking variable,Linear regression,Logistic regression",0,,0,It would be better to say there is not enough evidence to prove that there is a difference between appraisal prices given by these two appraisers. ,0,No,0,This would be alright as it would give more information but expecting it to follow a normal distribution without knowing anything about this is not a good ideology.,0,,0,A house is likely to be more than 1 sqft and it will be positive overall,0,,0,,0
,0,"Since we're interested in comparing the two appraisers, not the values of the property assets, we should have both appraisers evaluate the same homes to reduce unexplained variation between groups (since they're likely heterogenous samples). Thus, I recommend Design 2.",0,"There may be another variable at play (covariate) that confounds our results if we don't use random assignment. Suppose we asked the appraisers just to visit the 10 homes nearest to their office. Since there could be an association between the appraisers office location and their assessment of property assets, we won't be able to attribute as much variation in appraisals to the appraisers themselves (consequently raising our p-value).",0,"Two sample t-test (appraiser 1 – appraiser 2),ANOVA with appraiser as a blocking variable,Logistic regression,Chi-square test",0,"Two sample t-test (appraiser 1 – appraiser 2),ANOVA with appraiser as a blocking variable,Logistic regression,Chi-square test",0,,0,"No, lack of evidence for the alternative does not provide evidence of the null. With a p-value of 0.22 we can say there is insufficient evidence of a difference in appraisal prices between the two appraisers, and we fail to reject the null hypothesis.",0,"Almost... there is a 0.22 probability that we would observe the provided sample data by random chance alone. Thus, it's plenty plausible that there is no difference in the appraisal values between the two officers.",0,,0,,0,,0,,0,,0
,0,"In order to have a better sense of comparisons across appraisers, I would make them appraise the same house. This eliminates a large source of variability that may come from the fact that the houses they appraise in SLO county could vary wildly on price depending on outstanding variables such as location and drivability",0,"Random assignment allows us to draw conclusions from our study and use them on the entire population, given it is a representative sample of the population",0,"Paired t-test of each home (appraiser 1 – appraiser 2),Two sample t-test (appraiser 1 – appraiser 2)",0,"Paired t-test of each home (appraiser 1 – appraiser 2),Two sample t-test (appraiser 1 – appraiser 2)",0,,0,"No, I would not say there is evidence of no difference, but rather no evidence of a significant difference in appraisal prices as failing to reject the null is not the same thing as proving it to be true. ",0,"No, this statement is wrong. I would rewrite this as: the p-value of 0.22 refers to the probability that we get a sample difference in appraisal price between the two appraisers as big or bigger than the one obtained originally purely by chance. ",0,"I would agree, as the central limit theorem states as our sample size increases to a large value (typically round n >= 30) our sample distribution follows a normal distribution",0,,0,"I would say that the negative coefficient is not as bad as the agent is making it out to seem, as this just means the number of bedrooms a house has is a much smaller effect on the house's price than the house's age and square footage. ",0,"This is not true. The 4.14 refers to for every thousand of square feet added to a house, its predicted price increases by $414,000",0,"when keeping age at a constant number, the expected increase in the predicted price for a house for every year of age decreases by $21,000",0
,0,"I would recommend design 2 because then we are comparing the appraisers on the same houses, which may be more straightforward than having to adjust for other aspects regarding the differences in the different homes they visited.",0,"Random assignment is important to use in design 1 because if one appraiser views only larger homes, that may lead to an issue in the analysis. Random assignment prevents confounding factors from being an issue in a further analysis.",0,,0,,0,,0,"No I do not agree with this conclusion, I would change this statement and say:

Since the p-value of 0.22 is larger than any reasonable significance level, there is insufficient evidence to conclude that appraisal prices given by these two appraisers is different.",0,I disagree with this statement. I would say that the probability that the difference in appraisal prices between the two appraisers is different occurs 22% of the time if compared multiple times over and over.,0,"Yes, ideally using more than 30 homes from the CLT, would help ensure the distribution of appraisal values follows a normal distribution.",0,,0,"Since the signs of the coefficients are switching from what is expected, there may be some multicollinearity issues. This could be because sqrt and bedrooms are likely highly positively correlated, therefore creating a possible issue with the signs of the coefficients, and I would recommend removing one of the variables.",0,"For every one square foot, the price of the home increases by 4.14 dollars, after adjusting for the age and bedrooms. This means it may increase by 414 dollars if the house increases by 100 square feet, which seems more reasonable.",0,,0
,0,"Design 2, since this allows us to conduct a paired t-test and more directly compare the appraisers.",0,"Variation between house prices could affect our results, so we need to use randomization so that we are not systematically introducing differences in variation between the two appraisers.",0,"Two sample t-test (appraiser 1 – appraiser 2),ANOVA with home as a blocking variable",0,"Paired t-test of each home (appraiser 1 – appraiser 2),Two sample t-test (appraiser 1 – appraiser 2),ANOVA with home as a blocking variable",0,,0,"With a p-value of 0.22, we fail to reject the null hypothesis and thus do not have sufficient evidence to conclude that there is a difference in the appraisal prices given by these two appraisers.",0,"The p-value of .22 means assuming there is no difference between the appraisal prices given by the two appraisers, there is a 22% chance of finding a difference at least as extreme as the difference from the sample.",0,"This is not the case—the CLT only applies when we're examining a distribution of sample means. Here, we're still only looking at one sample, so we can't use this trick.",0,,0,"While this is counterintuitive at first, the coefficient holds when holding the other predictors constant. This means that if we have a home of a certain size and age (holding square feet and age constant), having more rooms reduces the price. This makes sense because this means that the home is more cramped and may have smaller bedrooms or less living space. ",0,"Our model includes price on the 100k scale and square footage on the 1k scale, so this actually means every one square foot increases the home value by around $400.",0,,0
,0,"I would recommend Design 2. The goal of the study is to determine if the appraisers tend to give the same appraisal. In order to determine this, the appraisals must evaluate the same properties as each other. If the appraisals were to evaluate different properties, the differences in their appraisals may be due to the differences of the properties and not the differences in how the appraisers come to their conclusions. ",0,"Random assignment is important to ensure that the only difference between the sets of 10 appraisals is the appraisers themselves, and not any differences between the properties. Random assignment balances the effector any such confounding variables between the two groups. ",0,"Two sample t-test (appraiser 1 – appraiser 2),ANOVA with home as a blocking variable,Chi-square test",0,"Paired t-test of each home (appraiser 1 – appraiser 2),Two sample t-test (appraiser 1 – appraiser 2),Chi-square test",0,,0,"I do not agree with the conclusion. A p-value of 0.22 equates to failing to reject the null hypothesis, which means that we fail to find convincing evidence that there is a difference in the appraisal prices given by these two appraisers. ",0,I do not agree with this statement. The p-value represents the probability that we observe results as or more extreme as we did in our sample if there was truly no difference in the appraisal prices given by these two appraisers. ,0,,0,,0,,0,,0,,0
